,Close,Volume
2010-11-08,162059.79914006896,748759
2010-11-09,163058.76054707856,735549
2010-11-10,164062.13107681117,2407019
2010-11-11,165061.3404523886,3773806
2010-11-12,166060.88529048976,4437025
2010-11-13,167063.02070597405,2850988
2010-11-14,168064.50690189961,1482520
2010-11-15,169066.70860113573,756628
2010-11-16,170070.52629115555,850451
2010-11-17,171070.8368379433,1899150
2010-11-18,172071.9267455156,509562
2010-11-19,173071.88465127753,3001214
2010-11-20,174073.18914370023,2196386
2010-11-21,175073.89846730517,1830074
2010-11-22,176071.03192533867,2347013
2010-11-23,177070.60267591648,1959716
2010-11-24,178068.86350543232,4023362
2010-11-25,179071.14413791074,2655110
2010-11-26,180069.73987442837,2205966
2010-11-27,181071.33592930884,3271930
2010-11-28,182075.54525920426,3341630
2010-11-29,183074.7882701852,4530301
2010-11-30,184075.3652772351,3573128
2010-12-01,185077.55127743306,4383576
2010-12-02,186078.9857520584,1533814
2010-12-03,187076.88648331736,3916683
2010-12-04,188075.84114522248,187299
2010-12-05,189072.25562862805,3779735
2010-12-06,190072.1017260266,1524827
2010-12-07,191072.76570021923,3258448
2010-12-08,192072.89841980423,3805539
2010-12-09,193074.31240633555,3897072
2010-12-10,194073.97438486258,465683
2010-12-11,195072.10573017027,2239411
2010-12-12,196068.5515573215,2397217
2010-12-13,197068.09010102093,4034084
2010-12-14,198068.26375341034,2267309
2010-12-15,199067.20016138125,4751973
2010-12-16,200070.03011273663,257991
2010-12-17,201070.28738607487,2113884
2010-12-18,202070.0073862692,877926
2010-12-19,203068.74379257057,2842065
2010-12-20,204068.98747882326,2642821
2010-12-21,205069.05422564995,1330150
2010-12-22,206069.60544926414,2285494
2010-12-23,207073.42038369935,1838204
2010-12-24,208072.31993742444,1959816
2010-12-25,209071.16725043504,4388784
2010-12-26,210069.0377110982,991519
2010-12-27,211068.83479104924,3030599
2010-12-28,212069.5684281929,1540892
2010-12-29,213070.6268409978,4683646
2010-12-30,214073.54268715243,3556043
2010-12-31,215071.58725650358,1581703
2011-01-01,216071.61957841518,2867636
2011-01-02,217071.90850525885,1196500
2011-01-03,218070.3317612458,148502
2011-01-04,219075.7181877416,1461923
2011-01-05,220078.1594593391,674638
2011-01-06,221076.26875740325,2671311
2011-01-07,222074.058237218,1476993
2011-01-08,223074.56994382376,4960909
2011-01-09,224071.67274850592,562030
2011-01-10,225067.82913050326,3149238
2011-01-11,226066.95502084613,3864253
2011-01-12,227067.46253395212,353181
2011-01-13,228066.4978132805,1017192
2011-01-14,229069.17918403915,1691885
2011-01-15,230067.80115015717,2479334
2011-01-16,231068.32591076006,684874
2011-01-17,232072.2238808751,1413137
2011-01-18,233072.44548157975,224965
2011-01-19,234070.7672977645,1486482
2011-01-20,235073.2127736106,2684772
2011-01-21,236073.79596571403,2497190
2011-01-22,237076.0862102071,135616
2011-01-23,238077.76738689846,149395
2011-01-24,239080.32296940614,945122
2011-01-25,240083.25674123663,150173
2011-01-26,241079.79289926053,1763983
2011-01-27,242081.49719439365,3960801
2011-01-28,243081.54871173602,2736536
2011-01-29,244082.08457142994,1924903
2011-01-30,245080.33161510652,2381545
2011-01-31,246076.3813666189,4462075
2011-02-01,247073.95771446227,4123923
2011-02-02,248073.32664144784,1212898
2011-02-03,249071.97736737915,438489
2011-02-04,250073.3375650022,4986410
2011-02-05,251076.93723984231,406567
2011-02-06,252079.04527134707,563053
2011-02-07,253080.5057686594,2068344
2011-02-08,254076.94983182926,3355368
2011-02-09,255079.42036719184,2910463
2011-02-10,256078.52393693943,2016689
2011-02-11,257077.37224969166,4162021
2011-02-12,258076.2137998097,4053297
2011-02-13,259075.4332020286,381212
2011-02-14,260075.8218155297,4874597
2011-02-15,261080.63802139155,3067944
2011-02-16,262078.78775775505,4286198
2011-02-17,263075.8188279677,3326471
2011-02-18,264075.42699713603,3967295
2011-02-19,265076.166776057,2917934
2011-02-20,266078.68700640724,2307827
2011-02-21,267074.3597795419,2408603
2011-02-22,268076.8642338464,651464
2011-02-23,269073.08258515294,3984803
2011-02-24,270072.1388678522,4548555
2011-02-25,271072.3548786979,1845199
2011-02-26,272071.6512232047,1232555
2011-02-27,273069.24756347504,2526126
2011-02-28,274071.26780580805,3501647
2011-03-01,275072.0301187779,2214660
2011-03-02,276073.8125547341,1696292
2011-03-03,277077.4352418135,1216269
2011-03-04,278077.14235139854,2134114
2011-03-05,279078.4275209604,4908185
2011-03-06,280077.08575671376,4965669
2011-03-07,281075.3388450849,2703378
2011-03-08,282078.8182956627,4771764
2011-03-09,283074.49521600874,3599501
2011-03-10,284074.66125268064,3330591
2011-03-11,285075.83566484717,4435381
2011-03-12,286073.47820999916,4797013
2011-03-13,287074.46037373546,211362
2011-03-14,288073.248164041,4433627
2011-03-15,289074.83321003226,1409183
2011-03-16,290075.2159350153,3665826
2011-03-17,291072.85739297664,1421355
2011-03-18,292076.76503964106,1124589
2011-03-19,293073.0932408144,3883095
2011-03-20,294073.73493387096,4651146
2011-03-21,295074.09452770953,3282880
2011-03-22,296072.1065089273,2902513
2011-03-23,297074.37637768616,2158687
2011-03-24,298076.38039038406,3391867
2011-03-25,299075.3914891359,4728863
2011-03-26,300076.64598824305,2797268
2011-03-27,301078.17517182825,1964899
2011-03-28,302079.40896213934,4050611
2011-03-29,303075.8244744967,200986
2011-03-30,304075.00748650194,2057830
2011-03-31,305074.213881747,2853486
2011-04-01,306074.43651498616,4906656
2011-04-02,307075.7779969519,1189671
2011-04-03,308077.2583283097,2801615
2011-04-04,309073.0163472775,2055784
2011-04-05,310075.0289370977,4964333
2011-04-06,311071.71770968125,1867137
2011-04-07,312073.08381477377,965105
2011-04-08,313074.27730855026,2488757
2011-04-09,314070.4842382552,261833
2011-04-10,315068.65742918284,3514428
2011-04-11,316070.53013439703,3711666
2011-04-12,317070.23000768945,2027096
2011-04-13,318069.2898041939,370526
2011-04-14,319070.0136663659,1707336
2011-04-15,320066.45525413525,491429
2011-04-16,321067.02280513995,4283797
2011-04-17,322065.7769541439,4872348
2011-04-18,323064.73502133717,4821715
2011-04-19,324064.51254760183,4491700
2011-04-20,325065.0053812918,1401187
2011-04-21,326062.2559775816,3973054
2011-04-22,327062.12003621686,3313208
2011-04-23,328058.7766026304,1858892
2011-04-24,329061.2677045751,3421470
2011-04-25,330061.83382142714,3706650
2011-04-26,331063.36936911277,3439785
2011-04-27,332061.8247368237,1156785
2011-04-28,333061.5428974118,2416159
2011-04-29,334057.6649306596,3527602
2011-04-30,335055.90740129416,1367211
2011-05-01,336055.9336092238,2869969
2011-05-02,337054.7643994811,847416
2011-05-03,338055.78064257646,3122212
2011-05-04,339058.9020740951,1463030
2011-05-05,340058.155059883,2506056
2011-05-06,341061.03646385256,4240512
2011-05-07,342060.78408922395,2344022
2011-05-08,343062.1292064008,3533727
2011-05-09,344063.4536361737,4146397
2011-05-10,345065.55404811504,1523685
2011-05-11,346066.80425821804,4221630
2011-05-12,347070.7605973448,526391
2011-05-13,348071.6949513375,3814601
2011-05-14,349071.36910571135,428979
2011-05-15,350068.15129176545,4098790
2011-05-16,351071.6217879097,4543732
2011-05-17,352071.9287900538,112688
2011-05-18,353073.73012305674,4831886
2011-05-19,354072.2288173751,2865380
2011-05-20,355074.0474870543,1652938
2011-05-21,356074.13738881605,3537704
2011-05-22,357079.2956762736,946945
2011-05-23,358080.021804869,4573528
2011-05-24,359077.09617239726,2584315
2011-05-25,360074.7753627049,3864828
2011-05-26,361077.20097353065,1040091
2011-05-27,362077.40372650936,4498214
2011-05-28,363078.0995924484,1373971
2011-05-29,364079.4896253837,2285904
2011-05-30,365078.7191350745,1904337
2011-05-31,366080.8570339032,438473
2011-06-01,367081.2505829499,124188
2011-06-02,368079.95426858106,129110
2011-06-03,369080.7683503499,150271
2011-06-04,370083.4572725569,4852149
2011-06-05,371083.7281770575,3820337
2011-06-06,372084.76109862316,1388560
2011-06-07,373085.1349503043,2621321
2011-06-08,374086.52933145314,2292840
2011-06-09,375088.644635735,3458821
2011-06-10,376085.4211098926,4951244
2011-06-11,377083.46878485335,777881
2011-06-12,378083.40022693254,3624156
2011-06-13,379079.2357709145,672808
2011-06-14,380077.5033299701,2563133
2011-06-15,381076.1024741986,332778
2011-06-16,382077.5086401458,4391377
2011-06-17,383077.66448859323,2744352
2011-06-18,384081.04716280964,3741259
2011-06-19,385081.48639099,4933337
2011-06-20,386080.7007815107,3024818
2011-06-21,387079.99866587867,646050
2011-06-22,388079.5873867451,1052748
2011-06-23,389077.1772202221,4048397
2011-06-24,390074.93799767346,3383595
2011-06-25,391078.08989286324,1021509
2011-06-26,392078.836470857,4810214
2011-06-27,393080.8938009599,2595915
2011-06-28,394078.71333764365,3280549
2011-06-29,395079.9664604872,1647905
2011-06-30,396076.4640992958,2561612
2011-07-01,397075.6700110762,2631261
2011-07-02,398076.8844113723,234711
2011-07-03,399076.33716189367,2809147
2011-07-04,400075.2681721572,2092677
2011-07-05,401074.4962084529,4281964
2011-07-06,402074.5296509234,4404690
2011-07-07,403075.45996422815,3280603
2011-07-08,404076.2631145944,4967798
2011-07-09,405076.74424810393,2741225
2011-07-10,406078.0555472826,1061398
2011-07-11,407077.75500297267,4851234
2011-07-12,408077.55412720225,1999013
2011-07-13,409077.4658420698,603452
2011-07-14,410078.1226885929,4951613
2011-07-15,411081.54451796936,2855670
2011-07-16,412082.36783963145,427793
2011-07-17,413085.2609554326,3490564
2011-07-18,414081.43612558924,443088
2011-07-19,415081.2245320684,4866164
2011-07-20,416081.0819910017,4782660
2011-07-21,417079.66366058524,4655143
2011-07-22,418079.5219921175,4571938
2011-07-23,419079.10201975884,2206088
2011-07-24,420082.04396922834,695424
2011-07-25,421082.33453690726,1296776
2011-07-26,422078.6429034492,1722628
2011-07-27,423080.88854837924,3070511
2011-07-28,424081.8052743192,296541
2011-07-29,425082.5715384323,118756
2011-07-30,426085.5432509363,3956605
2011-07-31,427081.72658915573,4729112
2011-08-01,428080.1384054805,2948899
2011-08-02,429080.7802905836,3901715
2011-08-03,430078.7234616336,4573516
2011-08-04,431076.4356365787,1929435
2011-08-05,432078.25736418075,2298273
2011-08-06,433076.9027758209,3029016
2011-08-07,434079.8011063611,3901001
2011-08-08,435082.0068852437,1490752
2011-08-09,436085.26343735255,1022155
2011-08-10,437086.13162856566,729274
2011-08-11,438085.96292065876,4709174
2011-08-12,439083.67516874144,2076158
2011-08-13,440085.377018,1162770
2011-08-14,441086.6151571935,3692917
2011-08-15,442089.8442126363,598772
2011-08-16,443089.83268566895,208657
2011-08-17,444091.18984915444,4082051
2011-08-18,445092.58413190086,3653322
2011-08-19,446093.6764480512,4477290
2011-08-20,447093.693382509,3620751
2011-08-21,448090.4734205392,3267758
2011-08-22,449086.8104846316,657170
2011-08-23,450087.72453171335,1518598
2011-08-24,451090.66757185856,155155
2011-08-25,452091.73403354717,835754
2011-08-26,453090.249446562,3439379
2011-08-27,454088.57252270274,1906357
2011-08-28,455088.8653712049,1438859
2011-08-29,456085.71123965224,3362165
2011-08-30,457087.0583295784,4815771
2011-08-31,458085.6316902515,2779727
2011-09-01,459083.8044934361,1940872
2011-09-02,460083.52781099087,2158933
2011-09-03,461083.68310648436,3779802
2011-09-04,462081.4819757764,974943
2011-09-05,463083.3807476792,4110780
2011-09-06,464084.7277771895,3980514
2011-09-07,465090.386642091,3645595
2011-09-08,466090.33073969925,4465312
2011-09-09,467089.0983841778,2541823
2011-09-10,468091.49094842153,309529
2011-09-11,469088.1680829922,1531080
2011-09-12,470087.16403943487,1583984
2011-09-13,471087.88963851344,310019
2011-09-14,472084.0187074097,4054310
2011-09-15,473084.5484808692,607438
2011-09-16,474083.1453278743,2745806
2011-09-17,475084.6798253329,4492754
2011-09-18,476084.8731624629,1656966
2011-09-19,477082.70001672144,3790184
2011-09-20,478081.4831796707,123206
2011-09-21,479081.7295123994,832335
2011-09-22,480082.4660367401,1573288
2011-09-23,481080.66108494793,4823686
2011-09-24,482082.52697308187,188976
2011-09-25,483081.8955182814,1814433
2011-09-26,484082.7092830596,2794682
2011-09-27,485083.31892844266,4013570
2011-09-28,486087.0741009411,638289
2011-09-29,487088.9980144471,2693014
2011-09-30,488091.00161937723,479091
2011-10-01,489091.1225840414,4905943
2011-10-02,490094.1973958937,4598565
2011-10-03,491096.9751891305,3560252
2011-10-04,492095.27278682456,4962130
2011-10-05,493094.078971738,4147298
2011-10-06,494095.354705566,1260370
2011-10-07,495095.07144695194,887268
2011-10-08,496094.010637152,964478
2011-10-09,497095.1908447245,4649577
2011-10-10,498097.187008431,2697105
2011-10-11,499101.0424100876,1154654
2011-10-12,500101.7062212042,1757619
2011-10-13,501100.596822078,3952715
2011-10-14,502102.72552377445,984432
2011-10-15,503106.2232656902,2196978
2011-10-16,504103.74516808323,888970
2011-10-17,505103.68681628053,2855716
2011-10-18,506097.72774722707,3615161
2011-10-19,507099.3026791353,1320791
2011-10-20,508098.4680459267,2794605
2011-10-21,509101.0485663006,4118025
2011-10-22,510099.615790672,1444692
2011-10-23,511100.7025661715,2732146
2011-10-24,512098.1438234022,1484619
2011-10-25,513098.3403922294,256593
2011-10-26,514098.4311528368,1192436
2011-10-27,515099.3118881295,4013660
2011-10-28,516098.95508250163,1361183
2011-10-29,517101.2917233882,1490389
2011-10-30,518103.9824216522,3164018
2011-10-31,519106.56104661635,1986492
2011-11-01,520107.978935258,2805652
2011-11-02,521108.3370242761,3936149
2011-11-03,522108.57642192324,1712936
2011-11-04,523107.1833444764,3519206
2011-11-05,524108.136750879,1241725
2011-11-06,525106.4914673588,505120
2011-11-07,526105.0530531714,3051442
2011-11-08,527103.3888294655,2404478
2011-11-09,528101.6832775149,3095936
2011-11-10,529099.5014847587,189408
2011-11-11,530100.6378472632,2496502
2011-11-12,531101.2701416845,4666630
2011-11-13,532100.009152732,3087075
2011-11-14,533097.09076738,4961153
2011-11-15,534098.1671552291,2848791
2011-11-16,535097.1789898659,3633023
2011-11-17,536096.9899799713,4379157
2011-11-18,537096.2636663215,3036436
2011-11-19,538096.878995025,1043088
2011-11-20,539095.7400339764,4242569
2011-11-21,540096.5509406705,4976615
2011-11-22,541093.483554947,4252792
2011-11-23,542096.3455221655,1591124
2011-11-24,543096.572474457,151508
2011-11-25,544097.3201098976,4094032
2011-11-26,545101.4469191522,1500382
2011-11-27,546102.417911127,4567615
2011-11-28,547100.628820249,2640462
2011-11-29,548099.5215756417,4708934
2011-11-30,549098.9106592576,1034390
2011-12-01,550098.7392274403,3752756
2011-12-02,551096.4396999993,4674532
2011-12-03,552098.1916229099,3054319
2011-12-04,553101.1227155451,703234
2011-12-05,554104.6106679081,1491878
2011-12-06,555102.808358107,168461
2011-12-07,556102.6359776346,3081655
2011-12-08,557104.3100947539,291590
2011-12-09,558101.8710448431,4044420
2011-12-10,559101.4797014154,1387880
2011-12-11,560101.3240051557,4780232
2011-12-12,561100.1031385168,855282
2011-12-13,562096.7594644574,4694565
2011-12-14,563096.0674656859,4735766
2011-12-15,564093.7556687592,4292423
2011-12-16,565094.4102988314,3062972
2011-12-17,566096.8630268186,3132176
2011-12-18,567097.0009221531,3616623
2011-12-19,568095.2301775375,747245
2011-12-20,569093.8164572874,4352240
2011-12-21,570091.8004769257,1164708
2011-12-22,571092.3167435605,4704656
2011-12-23,572094.3472098102,3747254
2011-12-24,573093.4785872914,378907
2011-12-25,574095.1820244858,4444577
2011-12-26,575094.7077099577,1023441
2011-12-27,576086.5561982823,4787327
2011-12-28,577087.9619400591,1875413
2011-12-29,578087.6835899442,3923020
2011-12-30,579088.6876268478,1300382
2011-12-31,580090.0747453142,4788610
2012-01-01,581092.7427510094,2710252
2012-01-02,582092.9114540031,2568704
2012-01-03,583091.9685549904,4664679
2012-01-04,584089.74360297,533630
2012-01-05,585090.0834580808,2910392
2012-01-06,586089.0761412932,3928918
2012-01-07,587087.8628520552,1030444
2012-01-08,588089.2250898585,3394170
2012-01-09,589085.751525325,3588379
2012-01-10,590086.5119801414,1154318
2012-01-11,591088.6224575717,3638280
2012-01-12,592090.0181044873,2396294
2012-01-13,593087.4603162939,3283374
2012-01-14,594086.0091224328,4595142
2012-01-15,595087.0856018368,3920976
2012-01-16,596084.3230160492,993030
2012-01-17,597084.4411522778,2661759
2012-01-18,598087.2866508209,3621897
2012-01-19,599086.1988770014,2755706
2012-01-20,600088.393336859,1987035
2012-01-21,601086.67694418,4700420
2012-01-22,602089.3947788511,2208672
2012-01-23,603088.9576310904,4749239
2012-01-24,604087.0248837676,1481658
2012-01-25,605082.6097408033,993537
2012-01-26,606083.6022238726,3106533
2012-01-27,607085.0113411426,2920836
2012-01-28,608084.4521176977,1121575
2012-01-29,609083.8411033071,1826574
2012-01-30,610083.1257066427,420319
2012-01-31,611082.425820553,4427051
2012-02-01,612083.91347189,2572616
2012-02-02,613084.4934409928,798907
2012-02-03,614083.0258234076,1803949
2012-02-04,615084.752620619,4464876
2012-02-05,616082.7623024062,642400
2012-02-06,617084.4302033624,744688
2012-02-07,618083.4802722116,4585413
2012-02-08,619086.5586992612,4979828
2012-02-09,620087.1884831447,3125826
2012-02-10,621091.5127956104,2362250
2012-02-11,622090.9732344031,3555744
2012-02-12,623089.3101013117,1496367
2012-02-13,624094.9714523467,4285160
2012-02-14,625090.3188945416,4880876
2012-02-15,626091.7213953682,4459194
2012-02-16,627088.1282755685,4583400
2012-02-17,628090.7404119873,405002
2012-02-18,629094.6589252538,753562
2012-02-19,630093.8762707582,3537623
2012-02-20,631093.7004587128,4627122
2012-02-21,632096.6942464474,2186260
2012-02-22,633096.3964839799,2955872
2012-02-23,634093.6480471434,3555813
2012-02-24,635094.713101851,2945416
2012-02-25,636099.2329104331,167293
2012-02-26,637097.2041403694,2827294
2012-02-27,638094.0699168526,819379
2012-02-28,639093.3802445557,266309
2012-02-29,640089.0453324051,436853
2012-03-01,641090.7779197478,760674
2012-03-02,642089.3676031079,3346742
2012-03-03,643088.0062658369,2964654
2012-03-04,644084.95283612,3567084
2012-03-05,645084.8759805439,2563855
2012-03-06,646082.5227935436,1741490
2012-03-07,647083.4504693768,358760
2012-03-08,648083.6569483721,3872136
2012-03-09,649083.284794153,3237992
2012-03-10,650087.6063698411,4303027
2012-03-11,651087.5614696153,2992927
2012-03-12,652088.0408761502,2480247
2012-03-13,653087.7397193466,3183736
2012-03-14,654091.3476796716,139224
2012-03-15,655089.7987135061,3909980
2012-03-16,656089.4224295147,1558260
2012-03-17,657090.6048464085,659158
2012-03-18,658091.1856341384,3699258
2012-03-19,659088.5596066463,3156572
2012-03-20,660085.937418511,214694
2012-03-21,661084.5714437986,1372010
2012-03-22,662086.8257113829,2690179
2012-03-23,663083.9714637266,1612509
2012-03-24,664083.7631451344,928916
2012-03-25,665085.7935891225,3043194
2012-03-26,666088.6646908137,4190070
2012-03-27,667090.614986632,3436298
2012-03-28,668092.1376994932,3253735
2012-03-29,669091.0417568814,3151836
2012-03-30,670090.8307900628,2106293
2012-03-31,671088.2358889488,4317954
2012-04-01,672084.6053172356,1754015
2012-04-02,673082.8051351706,4939304
2012-04-03,674080.8252077242,1987993
2012-04-04,675081.6922937104,4942974
2012-04-05,676078.7054215954,3194598
2012-04-06,677077.6100555448,276108
2012-04-07,678073.3248685872,1491353
2012-04-08,679075.892803223,3928918
2012-04-09,680078.1064239701,1839080
2012-04-10,681077.3894087197,412621
2012-04-11,682075.2969873705,453991
2012-04-12,683073.8811065047,4732589
2012-04-13,684072.76006759,139651
2012-04-14,685073.2519633926,4715338
2012-04-15,686072.1835254518,4056272
2012-04-16,687074.0928580824,901687
2012-04-17,688073.2927725895,1208307
2012-04-18,689074.2432304005,1626808
2012-04-19,690074.1114764143,3373971
2012-04-20,691072.7907187812,562958
2012-04-21,692074.15474828,2716401
2012-04-22,693073.5671761837,624238
2012-04-23,694073.3648307887,4748193
2012-04-24,695072.0204586207,833932
2012-04-25,696072.3288109023,705430
2012-04-26,697073.2056751798,2898863
2012-04-27,698072.0018486645,731317
2012-04-28,699073.5328811862,3189388
2012-04-29,700076.102992954,2938236
2012-04-30,701077.572403373,1834138
2012-05-01,702080.575545319,779784
2012-05-02,703082.3047689064,2370615
2012-05-03,704083.7255369583,299432
2012-05-04,705084.0783954558,3082815
2012-05-05,706086.3863897688,1286448
2012-05-06,707086.5192146612,1030664
2012-05-07,708087.0474117692,2227056
2012-05-08,709089.332813101,1191053
2012-05-09,710088.6163346677,2550956
2012-05-10,711086.7026385036,4984660
2012-05-11,712087.6647434245,2156875
2012-05-12,713090.9084565759,308642
2012-05-13,714091.393526518,1935342
2012-05-14,715089.082739931,3178669
2012-05-15,716088.1278506677,4568494
2012-05-16,717088.2996116291,4105671
2012-05-17,718090.1225019232,1414394
2012-05-18,719091.2318735715,2813663
2012-05-19,720091.9177423674,1014012
2012-05-20,721089.8369836266,4964893
2012-05-21,722091.0483920624,4120707
2012-05-22,723089.9007598059,1315603
2012-05-23,724087.639628721,3222851
2012-05-24,725088.0898848695,1181434
2012-05-25,726087.8081974527,2287564
2012-05-26,727089.2576637839,4764729
2012-05-27,728090.1623024038,2696533
2012-05-28,729088.3384176664,699679
2012-05-29,730082.7835411559,2725562
2012-05-30,731086.6973468376,2483357
2012-05-31,732083.7466643502,2175498
2012-06-01,733088.7562582372,2192803
2012-06-02,734087.0519124742,3411900
2012-06-03,735085.4439672166,4922081
2012-06-04,736085.5434628503,1808149
2012-06-05,737086.215185937,1264947
2012-06-06,738087.8013199226,445510
2012-06-07,739088.195688083,247190
2012-06-08,740088.166865913,4368846
2012-06-09,741087.3012489533,736383
2012-06-10,742090.1627773597,4991548
2012-06-11,743088.913356281,2024017
2012-06-12,744084.5179750912,307448
2012-06-13,745083.1697762122,178824
2012-06-14,746081.7320229235,4165035
